"Line","Strain","Generations","LR_sample","SR_callable_3x","SR_callable_10x","LR_callable_3x","LR_callable_10x","SR_SNP_rate_3x","SR_Indel_rate_3x","SR_Total_rate_3x","SR_SNP_rate_10x","SR_Indel_rate_10x","SR_Total_rate_10x","SR_matched_SNP_rate_3x","SR_matched_Indel_rate_3x","SR_matched_SNP_rate_10x","SR_matched_Indel_rate_10x","LR_SNP_rate_3x","LR_Indel_rate_3x","LR_Total_rate_3x","LR_SNP_rate_10x","LR_Indel_rate_10x","LR_Total_rate_10x","SR_TsTv_3x","SR_TsTv_10x","LR_TsTv_3x","LR_TsTv_10x","SR_InsDel_3x","SR_InsDel_10x","LR_InsDel_3x","LR_InsDel_10x","SR_3x_n_snp","SR_3x_n_indel","SR_3x_n_total","SR_10x_n_snp","SR_10x_n_indel","SR_10x_n_total","SR_matched_3x_n_snp","SR_matched_3x_n_indel","SR_matched_10x_n_snp","SR_matched_10x_n_indel","LR_3x_n_snp","LR_3x_n_indel","LR_3x_n_total","LR_10x_n_snp","LR_10x_n_indel","LR_10x_n_total","SR_3x_GC_to_AT","SR_3x_GC_to_CG","SR_3x_GC_to_TA","SR_3x_AT_to_GC","SR_3x_AT_to_CG","SR_3x_AT_to_TA","SR_3x_del_1","SR_3x_del_2","SR_3x_del_3_5","SR_3x_del_6_10","SR_3x_del_10plus","SR_3x_ins_1","SR_3x_ins_2","SR_3x_ins_3_5","SR_3x_ins_6_10","SR_3x_ins_10plus","SR_10x_GC_to_AT","SR_10x_GC_to_CG","SR_10x_GC_to_TA","SR_10x_AT_to_GC","SR_10x_AT_to_CG","SR_10x_AT_to_TA","SR_10x_del_1","SR_10x_del_2","SR_10x_del_3_5","SR_10x_del_6_10","SR_10x_del_10plus","SR_10x_ins_1","SR_10x_ins_2","SR_10x_ins_3_5","SR_10x_ins_6_10","SR_10x_ins_10plus","SR_matched_3x_GC_to_AT","SR_matched_3x_GC_to_CG","SR_matched_3x_GC_to_TA","SR_matched_3x_AT_to_GC","SR_matched_3x_AT_to_CG","SR_matched_3x_AT_to_TA","SR_matched_3x_del_1","SR_matched_3x_del_2","SR_matched_3x_del_3_5","SR_matched_3x_del_6_10","SR_matched_3x_del_10plus","SR_matched_3x_ins_1","SR_matched_3x_ins_2","SR_matched_3x_ins_3_5","SR_matched_3x_ins_6_10","SR_matched_3x_ins_10plus","SR_matched_10x_GC_to_AT","SR_matched_10x_GC_to_CG","SR_matched_10x_GC_to_TA","SR_matched_10x_AT_to_GC","SR_matched_10x_AT_to_CG","SR_matched_10x_AT_to_TA","SR_matched_10x_del_1","SR_matched_10x_del_2","SR_matched_10x_del_3_5","SR_matched_10x_del_6_10","SR_matched_10x_del_10plus","SR_matched_10x_ins_1","SR_matched_10x_ins_2","SR_matched_10x_ins_3_5","SR_matched_10x_ins_6_10","SR_matched_10x_ins_10plus","LR_3x_GC_to_AT","LR_3x_GC_to_CG","LR_3x_GC_to_TA","LR_3x_AT_to_GC","LR_3x_AT_to_CG","LR_3x_AT_to_TA","LR_3x_del_1","LR_3x_del_2","LR_3x_del_3_5","LR_3x_del_6_10","LR_3x_del_10plus","LR_3x_ins_1","LR_3x_ins_2","LR_3x_ins_3_5","LR_3x_ins_6_10","LR_3x_ins_10plus","LR_10x_GC_to_AT","LR_10x_GC_to_CG","LR_10x_GC_to_TA","LR_10x_AT_to_GC","LR_10x_AT_to_CG","LR_10x_AT_to_TA","LR_10x_del_1","LR_10x_del_2","LR_10x_del_3_5","LR_10x_del_6_10","LR_10x_del_10plus","LR_10x_ins_1","LR_10x_ins_2","LR_10x_ins_3_5","LR_10x_ins_6_10","LR_10x_ins_10plus"
"355","PB800",238,NA,96833337,87019584,NA,NA,1.4318980062091e-09,3.90517638057027e-10,1.82241564426613e-09,1.15882346822589e-09,1.93137244704314e-10,1.3519607129302e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,1.18181818181818,NA,NA,0.8,0,NA,NA,33,9,42,24,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,4,6,3,9,0,1,2,1,1,0,0,2,2,0,8,2,2,5,2,5,0,1,2,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","PB800",238,NA,96612591,84486814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","PB800",238,"PB_358",96588350,83767832,100264154,99092046,1.65303440369588e-09,5.22010864325013e-10,2.17504526802089e-09,1.50475925135638e-09,2.50793208559397e-10,1.75555245991578e-09,2.04454255193964e-09,3.9150814824376e-10,2.05650431018706e-09,2.00634566847518e-10,2.09530550283649e-09,4.19061100567298e-10,2.51436660340379e-09,1.86567900293261e-09,2.12008977605978e-10,2.07768798053858e-09,1,1.30769230769231,0.785714285714286,1,1,0.666666666666667,1.5,0.666666666666667,38,12,50,30,5,35,47,9,41,4,50,10,60,44,5,49,13,3,7,6,2,7,1,1,1,2,1,1,2,2,0,1,12,3,4,5,1,5,1,1,1,0,0,0,1,1,0,0,14,6,8,6,3,10,2,0,1,1,0,1,2,1,0,1,14,6,4,6,2,9,2,0,1,0,0,0,1,0,0,0,14,6,8,8,4,10,2,0,1,1,0,1,2,1,0,2,14,6,4,8,3,9,2,0,1,0,0,0,1,0,0,1
"363","PB800",238,NA,96584482,88956229,NA,NA,2.17513237388844e-09,6.09037064688763e-10,2.7841694385772e-09,1.60592624555997e-09,3.30631874085876e-10,1.93655811964585e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.888888888888889,NA,NA,6,2.5,NA,NA,50,14,64,34,7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,5,9,6,5,6,2,0,0,0,0,7,0,2,1,2,12,4,6,4,4,4,2,0,0,0,0,4,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","PB800",238,NA,96507280,80956752,NA,NA,1.91564770636818e-09,5.65986822336054e-10,2.48163452870424e-09,1.40130841898475e-09,3.114018708855e-10,1.71271028987025e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91304347826087,0.6875,NA,NA,0.857142857142857,1,NA,NA,44,13,57,27,6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5,4,7,8,6,4,0,2,0,1,3,1,0,0,2,9,4,2,2,5,5,2,0,1,0,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","PB800",238,NA,96643645,83316613,NA,NA,1.60861259810668e-09,9.12996339465953e-10,2.52160893757263e-09,1.56333888465121e-09,3.53012006211563e-10,1.91635089086277e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.681818181818182,0.631578947368421,NA,NA,1.33333333333333,0.4,NA,NA,37,21,58,31,7,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,9,4,7,3,4,1,1,1,2,7,1,2,1,1,8,2,8,4,7,2,2,1,1,0,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","PB800",238,NA,96855726,90767092,NA,NA,1.86537519637779e-09,5.20569822244964e-10,2.38594501862275e-09,1.48130537786321e-09,2.31453965291127e-10,1.71275934315434e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653846153846154,0.454545454545455,NA,NA,0.714285714285714,1.5,NA,NA,43,12,55,32,5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,6,8,6,9,4,0,2,1,0,2,1,1,0,1,5,5,6,5,4,7,1,0,1,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","PB800",238,NA,96016002,75630916,NA,NA,1.44408701983732e-09,7.4392361627983e-10,2.18801063611715e-09,1.16665642549731e-09,4.44440543046593e-10,1.6110969685439e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736842105263158,1.1,NA,NA,1.42857142857143,1,NA,NA,33,17,50,21,8,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,7,4,4,3,4,0,1,1,1,3,2,4,1,0,7,3,3,4,2,2,2,0,1,1,0,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","PB800",238,NA,96445148,82890704,NA,NA,2.00401279828374e-09,8.7130991229728e-11,2.09114378951347e-09,1.62206103971086e-09,5.06894074909643e-11,1.67275044720182e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642857142857143,0.882352941176471,NA,NA,0,0,NA,NA,46,2,48,32,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,13,4,4,8,0,0,1,1,0,0,0,0,0,0,12,2,8,3,2,5,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","PB800",238,NA,96755810,88533345,NA,NA,1.73702464886353e-09,5.64533010880647e-10,2.30155765974418e-09,1.51867956093385e-09,9.49174725583656e-11,1.61359703349222e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538461538461538,0.523809523809524,NA,NA,1.16666666666667,0,NA,NA,40,13,53,32,2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,12,6,2,6,2,0,1,2,1,2,1,1,0,3,6,5,10,5,2,4,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","PB800",238,NA,97196427,92761575,NA,NA,1.64269274575513e-09,8.64575129344808e-10,2.50726787509994e-09,1.40416008288277e-09,4.9825035199066e-10,1.90241043487343e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11111111111111,1.38461538461538,NA,NA,1.22222222222222,1.75,NA,NA,38,20,58,31,11,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,7,3,4,4,5,3,0,0,1,6,0,3,1,1,16,2,5,2,2,4,2,1,0,0,1,4,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","PB800",238,"PB_374",96931682,89960178,100151593,98999973,1.43044523033113e-09,5.63508727100143e-10,1.99395395743127e-09,1.30776818631383e-09,1.40118019962196e-10,1.44788620627603e-09,1.64717935613888e-09,3.03427776130846e-10,1.63471023289229e-09,1.40118019962196e-10,1.59422192661697e-09,2.09766042975917e-10,1.80398796959289e-09,1.48544306703409e-09,1.27323691460065e-10,1.61276675849415e-09,1.2,1.15384615384615,1.23529411764706,1.33333333333333,0.3,0.5,0.666666666666667,0.5,33,13,46,28,3,31,38,7,35,3,38,5,43,35,3,38,15,0,4,3,6,5,2,1,2,3,2,1,0,2,0,0,12,0,4,3,4,5,0,1,1,0,0,1,0,0,0,0,16,0,5,5,6,6,1,1,1,1,0,1,0,2,0,0,15,0,4,5,6,5,0,1,1,0,0,1,0,0,0,0,16,0,5,5,6,6,1,1,1,0,0,1,0,1,0,0,15,0,4,5,6,5,0,1,1,0,0,1,0,0,0,0
"377","PB800",238,NA,96978090,91423095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","PB800",238,NA,95553449,68546853,NA,NA,1.27518933927543e-09,3.07804323273379e-10,1.58299366254881e-09,9.19447171178429e-10,6.12964780785619e-11,9.80743649256991e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23076923076923,0.875,NA,NA,6,Inf,NA,NA,29,7,36,15,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,8,2,3,2,0,0,1,0,0,4,1,0,1,0,6,0,5,1,2,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","PB800",238,NA,96459920,85056303,NA,NA,2.09082354898187e-09,7.4050000693108e-10,2.83132355591295e-09,1.67955974828982e-09,3.9519052900937e-10,2.07475027729919e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548387096774194,0.545454545454545,NA,NA,1.83333333333333,1,NA,NA,48,17,65,34,8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,6,4,6,8,1,0,0,2,3,6,1,4,0,0,9,9,4,3,4,5,1,0,0,2,1,1,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
